Víctimas por año Corte AGOSTO DE 2024

FECHA_CORTE,NOM_RPT,VIGENCIA,SEXO,ETNIA,DISCAPACIDAD,CICLO_VITAL,PER_OCU,EVENTOS
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Afrocolombiano (Acreditado RA)","Fisica","entre 60 y 110","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Indigena (Acreditado RA)","Por Establecer","entre 29 y 59","29","35",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Indigena (Acreditado RA)","Psicosocial (Mental)","entre 18 y 28","2","3",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Indigena (Acreditado RA)","Psicosocial (Mental)","entre 29 y 59","2","3",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Indigena (Acreditado RA)","Psicosocial (Mental)","entre 60 y 110","2","2",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Indigena (Acreditado RA)","Visual","entre 6 y 11","2","2",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Indigena (Acreditado RA)","Visual","entre 12 y 17","7","8",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Indigena (Acreditado RA)","Visual","entre 18 y 28","11","13",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Indigena (Acreditado RA)","Visual","entre 60 y 110","10","16",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Indigena (Acreditado RA)","Visual","entre 29 y 59","12","17",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Auditiva","entre 6 y 11","4","4",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Auditiva","entre 12 y 17","11","14",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Auditiva","entre 18 y 28","28","32",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Auditiva","entre 29 y 59","44","55",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Auditiva","ND","3","3",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Auditiva","entre 60 y 110","28","32",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Fisica","entre 6 y 11","13","15",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Fisica","entre 12 y 17","24","28",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Fisica","entre 18 y 28","54","62",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Fisica","entre 60 y 110","162","207",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Fisica","entre 29 y 59","206","287",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Intelectual","entre 6 y 11","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Intelectual","entre 12 y 17","4","6",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Intelectual","entre 18 y 28","18","20",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Intelectual","ND","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Intelectual","entre 60 y 110","15","17",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Intelectual","entre 29 y 59","28","40",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Multiple","entre 6 y 11","9","10",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Multiple","entre 12 y 17","20","23",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Multiple","entre 18 y 28","27","33",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Multiple","entre 29 y 59","87","129",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Multiple","entre 60 y 110","70","97",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Ninguna","entre 0 y 5","130","131",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Ninguna","entre 6 y 11","2474","2725",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Ninguna","entre 12 y 17","4054","4521",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Ninguna","entre 18 y 28","5960","6725",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Ninguna","entre 29 y 59","7584","9127",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Ninguna","entre 60 y 110","2115","2497",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Ninguna","ND","224","282",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Por Establecer","entre 6 y 11","7","9",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Por Establecer","entre 12 y 17","10","11",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Por Establecer","entre 18 y 28","37","42",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Por Establecer","entre 60 y 110","119","139",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Por Establecer","entre 29 y 59","85","100",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Psicosocial (Mental)","entre 12 y 17","5","6",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Psicosocial (Mental)","entre 18 y 28","5","5",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Psicosocial (Mental)","entre 60 y 110","1","3",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Psicosocial (Mental)","entre 29 y 59","12","16",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Visual","entre 12 y 17","4","5",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Visual","entre 18 y 28","15","20",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Visual","entre 60 y 110","50","59",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Negro(a) o Afrocolombiano(a)","Visual","entre 29 y 59","60","77",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Auditiva","entre 6 y 11","14","16",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Auditiva","entre 12 y 17","40","53",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Auditiva","entre 18 y 28","75","95",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Auditiva","entre 29 y 59","151","206",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Auditiva","entre 60 y 110","86","114",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Auditiva","ND","2","2",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Fisica","entre 0 y 5","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Fisica","entre 6 y 11","51","59",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Fisica","entre 12 y 17","109","134",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Fisica","entre 18 y 28","209","274",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Fisica","entre 29 y 59","876","1290",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Fisica","entre 60 y 110","646","866",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Fisica","ND","4","5",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Intelectual","entre 6 y 11","5","5",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Intelectual","entre 12 y 17","22","23",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Intelectual","entre 18 y 28","64","83",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Intelectual","ND","1","2",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Intelectual","entre 29 y 59","101","136",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Intelectual","entre 60 y 110","30","37",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Multiple","entre 6 y 11","27","32",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Multiple","entre 12 y 17","105","127",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Multiple","entre 18 y 28","166","209",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Multiple","ND","2","2",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Multiple","entre 60 y 110","305","431",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Multiple","entre 29 y 59","373","544",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Ninguna","entre 0 y 5","1407","1410",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Ninguna","entre 6 y 11","9400","10385",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Ninguna","entre 12 y 17","11813","13616",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Ninguna","entre 18 y 28","18809","22001",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Ninguna","entre 60 y 110","6341","7872",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Ninguna","entre 29 y 59","25319","31933",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Ninguna","ND","410","484",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Por Establecer","entre 0 y 5","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Por Establecer","entre 6 y 11","62","69",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Por Establecer","entre 12 y 17","129","151",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Por Establecer","entre 18 y 28","168","207",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Por Establecer","entre 60 y 110","411","497",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Por Establecer","entre 29 y 59","447","554",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Psicosocial (Mental)","entre 6 y 11","1","2",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Psicosocial (Mental)","entre 12 y 17","8","13",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Psicosocial (Mental)","entre 18 y 28","17","22",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Psicosocial (Mental)","entre 60 y 110","10","13",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Psicosocial (Mental)","entre 29 y 59","47","59",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Visual","entre 6 y 11","8","9",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2015","Hombre","Ninguna","Visual","entre 12 y 17","38","44",
